source,target,partition_col
6-1000,6-3728,6
6-4841,6-3093,6
6-5242,6-1806,6
6-4674,6-5029,6
6-1247,6-1798,6
6-4109,6-511,6
6-4926,6-5260,6
6-3740,6-2329,6
6-2567,6-3327,6
6-4846,6-4742,6
6-4709,6-4794,6
6-4965,6-5457,6
6-2357,6-5630,6
6-5386,6-3178,6
6-925,6-3425,6
6-3898,6-4053,6
6-5281,6-4724,6
6-3911,6-3959,6
6-5157,6-5024,6
6-4903,6-5555,6
6-4913,6-1505,6
6-4007,6-5208,6
6-2811,6-5761,6
6-5177,6-5371,6
6-5249,6-4770,6
6-4744,6-5346,6
6-4240,6-5229,6
6-4709,6-1952,6
6-5674,6-4005,6
6-3781,6-5592,6
6-1934,6-5421,6
6-3341,6-3685,6
6-5684,6-4973,6
6-4188,6-4679,6
6-5484,6-3812,6
6-2950,6-4105,6
6-5701,6-4899,6
6-4975,6-4652,6
6-5143,6-4047,6
6-1990,6-5311,6
6-5391,6-4352,6
6-4937,6-5660,6
6-4614,6-4194,6
6-2082,6-5468,6
6-4635,6-2862,6
6-5085,6-5730,6
6-610,6-3825,6
6-1645,6-5273,6
6-5083,6-4658,6
6-3352,6-3737,6
6-3810,6-2399,6
6-3934,6-3919,6
6-3632,6-2166,6
6-5332,6-4706,6
6-2911,6-2392,6
6-5442,6-3258,6
6-3807,6-786,6
6-2936,6-3733,6
6-5062,6-4883,6
6-1062,6-3551,6
6-4175,6-2956,6
6-4577,6-2192,6
6-3352,6-2709,6
6-4978,6-1851,6
6-4529,6-5188,6
6-4337,6-5094,6
6-2628,6-1594,6
6-2972,6-3156,6
6-4681,6-402,6
6-4526,6-3994,6
6-4206,6-3307,6
6-5587,6-4340,6
6-4558,6-3855,6
6-3810,6-4295,6
6-2697,6-3054,6
6-5156,6-4047,6
6-5280,6-4136,6
6-321,6-4879,6
6-5101,6-4322,6
6-5714,6-1665,6
6-5653,6-4453,6
6-3106,6-4833,6
6-3448,6-4690,6
6-4830,6-5479,6
6-2717,6-1390,6
6-3173,6-2766,6
6-1215,6-1853,6
6-2348,6-3327,6
6-2661,6-3817,6
6-5755,6-963,6
6-4447,6-4238,6
6-4247,6-1655,6
6-4488,6-5507,6
6-896,6-3754,6
6-4433,6-3253,6
6-3775,6-1976,6
6-5027,6-1866,6
6-5137,6-2251,6
6-5620,6-4903,6
6-3348,6-3636,6
6-5134,6-5346,6
6-5081,6-1640,6
6-4260,6-1586,6
6-2277,6-2846,6
6-3388,6-4798,6
6-4458,6-5410,6
6-4852,6-3018,6
6-2863,6-5595,6
6-1293,6-3289,6
6-4853,6-5227,6
6-5557,6-5248,6
6-3432,6-2012,6
6-4485,6-853,6
6-3951,6-5688,6
6-4884,6-4773,6
6-3625,6-2620,6
6-942,6-3125,6
6-1800,6-5093,6
6-4791,6-695,6
6-3057,6-3261,6
6-1404,6-5641,6
6-3573,6-2969,6
6-4512,6-4120,6
6-5374,6-4065,6
6-189,6-5391,6
6-2556,6-4471,6
6-2855,6-4921,6
6-4271,6-2951,6
6-4202,6-1791,6
6-5479,6-2263,6
6-2446,6-3058,6
6-3030,6-4884,6
6-4265,6-4457,6
6-4631,6-5056,6
6-5450,6-2030,6
6-4266,6-4260,6
6-5574,6-3078,6
6-4347,6-4117,6
6-4640,6-2838,6
6-5685,6-2599,6
6-3153,6-5492,6
6-5083,6-1244,6
6-2284,6-5662,6
6-634,6-5695,6
6-3225,6-2543,6
6-2363,6-5631,6
6-2504,6-5726,6
6-4856,6-4750,6
6-3877,6-3043,6
6-3680,6-3727,6
6-5229,6-2265,6
6-4237,6-1886,6
6-1585,6-4528,6
6-2638,6-4449,6
6-5124,6-5624,6
6-5056,6-3362,6
6-5289,6-5512,6
6-2106,6-3720,6
6-3572,6-5096,6
6-2343,6-3031,6
6-2141,6-2963,6
6-4182,6-3991,6
6-2700,6-3854,6
6-4842,6-5181,6
6-4306,6-4530,6
6-4584,6-2718,6
6-2118,6-2659,6
6-3726,6-5541,6
6-3069,6-5519,6
6-4843,6-2295,6
6-2920,6-5042,6
6-2929,6-4989,6
6-4841,6-3699,6
6-3250,6-2650,6
6-5411,6-3433,6
6-4616,6-4162,6
6-4608,6-4594,6
6-1768,6-5619,6
6-4285,6-4786,6
6-1658,6-1815,6
6-3139,6-2822,6
6-4330,6-5063,6
6-5669,6-3127,6
6-5069,6-4383,6
6-4239,6-5191,6
6-3203,6-2181,6
6-3875,6-5521,6
6-5473,6-1482,6
6-1783,6-3787,6
6-2547,6-3336,6
6-5551,6-4362,6
6-3412,6-5643,6
6-5734,6-3817,6
6-5550,6-2902,6
6-5071,6-4497,6
6-937,6-3486,6
6-4368,6-2251,6
6-3629,6-5730,6
6-4734,6-4516,6
6-3975,6-2502,6
6-5258,6-924,6
6-4172,6-4800,6
6-4004,6-5452,6
6-2744,6-1928,6
6-3576,6-2909,6
6-5704,6-5032,6
6-4003,6-1598,6
6-2550,6-5646,6
6-652,6-5713,6
6-4190,6-5406,6
6-3889,6-2986,6
6-3791,6-648,6
6-5555,6-789,6
6-5324,6-2090,6
6-4659,6-4229,6
6-1112,6-1125,6
6-4365,6-3220,6
6-2176,6-2932,6
6-2132,6-4993,6
6-4119,6-1604,6
6-5126,6-3538,6
6-4229,6-3245,6
6-3518,6-5575,6
6-5594,6-5439,6
6-3866,6-5379,6
6-5264,6-3300,6
6-4049,6-2264,6
6-4793,6-2790,6
6-4585,6-5213,6
6-5258,6-3986,6
6-4461,6-5369,6
6-2314,6-3143,6
6-5700,6-5395,6
6-1600,6-4862,6
6-4316,6-4084,6
6-3982,6-1965,6
6-4054,6-3311,6
6-1624,6-3040,6
6-2635,6-4514,6
6-5752,6-4768,6
6-4759,6-4247,6
6-1858,6-5063,6
6-5249,6-5373,6
6-3521,6-5617,6
6-2768,6-1413,6
6-4132,6-1702,6
6-1281,6-3218,6
6-3854,6-1098,6
6-5567,6-2919,6
6-1309,6-3717,6
6-2489,6-3825,6
6-4862,6-5363,6
6-4425,6-3902,6
6-1708,6-3821,6
6-3328,6-4665,6
6-5190,6-2165,6
6-1839,6-1844,6
6-5140,6-4609,6
6-3069,6-2019,6
6-2025,6-5241,6
6-2619,6-4307,6
6-2338,6-425,6
6-2935,6-3651,6
6-3662,6-4615,6
6-3287,6-3992,6
6-3308,6-5096,6
6-2595,6-5126,6
6-5015,6-2009,6
6-3633,6-2099,6
6-4366,6-4853,6
6-4186,6-2151,6
6-5273,6-1672,6
6-5145,6-2085,6
6-5541,6-1569,6
6-2859,6-585,6
6-3298,6-5235,6
6-5670,6-3949,6
6-5142,6-895,6
6-5607,6-3570,6
6-1253,6-4123,6
6-5583,6-5426,6
6-361,6-5550,6
6-3085,6-2072,6
6-4012,6-897,6
6-5357,6-3328,6
6-2707,6-2154,6
6-3969,6-5267,6
6-5053,6-4124,6
6-4953,6-2904,6
6-5276,6-5464,6
6-4060,6-4519,6
6-3607,6-4009,6
6-1289,6-5370,6
6-4327,6-5411,6
6-1705,6-4551,6
6-5438,6-1589,6
6-1127,6-878,6
6-4516,6-5421,6
6-4165,6-5571,6
6-5513,6-3070,6
6-5509,6-1499,6
6-2435,6-4878,6
6-4193,6-4686,6
6-4012,6-4418,6
6-3929,6-2983,6
6-3783,6-2377,6
6-1304,6-3117,6
6-2083,6-4471,6
6-5716,6-4998,6
6-3717,6-5293,6
6-3875,6-5143,6
6-3257,6-2939,6
6-5382,6-3174,6
6-5059,6-4789,6
6-4066,6-3439,6
6-4780,6-5198,6
6-4007,6-4519,6
6-5716,6-5459,6
6-481,6-5758,6
6-2774,6-3153,6
6-3336,6-5388,6
6-3829,6-4514,6
6-881,6-4147,6
6-4223,6-4194,6
6-5224,6-5400,6
6-3896,6-4232,6
6-3787,6-4357,6
6-5406,6-4941,6
6-5460,6-2001,6
6-4457,6-4349,6
6-2388,6-1026,6
6-5446,6-5274,6
6-1412,6-4701,6
6-2981,6-4524,6
6-5011,6-5662,6
6-4483,6-1257,6
6-5705,6-3240,6
6-4590,6-4959,6
6-5378,6-3809,6
6-5278,6-3615,6
6-1097,6-2386,6
6-3774,6-1372,6
6-3880,6-3032,6
6-5556,6-3138,6
6-3702,6-3603,6
6-196,6-4579,6
6-4486,6-2696,6
6-3630,6-922,6
6-4352,6-2621,6
6-3424,6-5562,6
6-5155,6-4639,6
6-5605,6-5562,6
6-3826,6-5416,6
6-4458,6-5392,6
6-3710,6-5026,6
6-5226,6-192,6
6-5220,6-849,6
6-3907,6-4400,6
6-3830,6-3777,6
6-3812,6-4196,6
6-1803,6-5554,6
6-5354,6-5249,6
6-605,6-562,6
6-404,6-4330,6
6-5076,6-4649,6
6-4956,6-5189,6
6-5678,6-4730,6
6-2112,6-3927,6
6-5216,6-864,6
6-3977,6-5593,6
6-4160,6-3219,6
6-2558,6-3908,6
6-2064,6-2035,6
6-5361,6-4522,6
6-1997,6-2025,6
6-3985,6-3246,6
6-4040,6-2769,6
6-3373,6-909,6
6-5028,6-3707,6
6-2957,6-2349,6
6-4351,6-3485,6
6-1914,6-1890,6
6-3796,6-1779,6
6-5289,6-2754,6
6-3414,6-4904,6
6-5535,6-244,6
6-4209,6-2721,6
6-5662,6-4893,6
6-3864,6-5412,6
6-1700,6-1605,6
6-4497,6-4150,6
6-2255,6-4768,6
6-5316,6-2148,6
6-1954,6-3190,6
6-3949,6-4685,6
6-5525,6-125,6
6-5224,6-4785,6
6-1019,6-4645,6
6-2579,6-4772,6
6-5524,6-1969,6
6-4432,6-948,6
6-3869,6-2735,6
6-4040,6-3496,6
6-4537,6-1913,6
6-2604,6-5338,6
6-3034,6-5760,6
6-2035,6-3087,6
6-632,6-1618,6
6-4807,6-5526,6
6-5178,6-5760,6
6-3098,6-1387,6
6-3167,6-2073,6
6-5748,6-4513,6
6-5578,6-4738,6
6-4951,6-4579,6
6-3545,6-3093,6
6-3464,6-4553,6
6-3334,6-4323,6
6-2612,6-5213,6
6-2660,6-3732,6
6-1055,6-3864,6
6-4687,6-1902,6
6-1980,6-2098,6
6-1414,6-1711,6
6-691,6-3522,6
6-5354,6-1124,6
6-5757,6-2118,6
6-4426,6-5478,6
6-5264,6-3573,6
6-2679,6-4652,6
6-4899,6-2141,6
6-4083,6-719,6
6-839,6-2656,6
6-5718,6-3065,6
6-5643,6-4033,6
6-3568,6-3479,6
6-4609,6-4939,6
6-3795,6-3488,6
6-5634,6-3496,6
6-2333,6-5629,6
6-5627,6-5313,6
6-2522,6-2879,6
6-2719,6-893,6
6-3925,6-5746,6
6-2484,6-3079,6
6-3317,6-5275,6
6-4711,6-4320,6
6-3880,6-5437,6
6-5242,6-4897,6
6-2713,6-4161,6
6-2868,6-3727,6
6-2497,6-5593,6
6-5264,6-5220,6
6-2187,6-4663,6
6-5575,6-4157,6
6-2294,6-2728,6
6-4884,6-3305,6
6-2113,6-2579,6
6-1802,6-4822,6
6-3703,6-1891,6
6-5350,6-3617,6
6-2756,6-1960,6
6-3478,6-2918,6
6-3926,6-5479,6
6-3431,6-4411,6
6-5019,6-4239,6
6-1084,6-1209,6
6-5016,6-5423,6
6-5528,6-2069,6
6-1502,6-3778,6
6-3794,6-4301,6
6-5357,6-3629,6
6-4002,6-4211,6
6-3758,6-4559,6
6-5195,6-5585,6
6-1756,6-3977,6
6-3672,6-3632,6
6-3780,6-5612,6
6-2601,6-4170,6
6-4628,6-4553,6
6-3250,6-3005,6
6-4357,6-1452,6
6-4762,6-3839,6
6-3491,6-2608,6
6-5245,6-760,6
6-2780,6-5653,6
6-5670,6-2571,6
6-4711,6-3869,6
6-3764,6-4467,6
6-4011,6-3401,6
6-4113,6-5494,6
6-3606,6-1901,6
6-3286,6-3857,6
6-4075,6-1713,6
6-5644,6-3442,6
6-4580,6-1792,6
6-3516,6-2158,6
6-3681,6-2919,6
6-3955,6-1742,6
6-348,6-4501,6
6-4201,6-3733,6
6-4928,6-3144,6
6-3119,6-5641,6
6-2309,6-2955,6
6-2797,6-3251,6
6-3360,6-4036,6
6-4986,6-4938,6
6-2513,6-5609,6
6-3850,6-2025,6
6-2809,6-3905,6
6-1092,6-5375,6
6-2821,6-634,6
6-4117,6-2461,6
6-4573,6-4268,6
6-5030,6-4209,6
6-4973,6-3593,6
6-3467,6-5186,6
6-2095,6-3925,6
6-2117,6-5157,6
6-811,6-5591,6
6-944,6-1991,6
6-3737,6-4818,6
6-3949,6-1968,6
6-5748,6-2604,6
6-4296,6-5588,6
6-4620,6-1061,6
6-3962,6-4666,6
6-3957,6-3199,6
6-3571,6-5642,6
6-1472,6-3730,6
6-3288,6-4150,6
6-4934,6-4195,6
6-2018,6-4190,6
6-4944,6-4038,6
6-3885,6-1380,6
6-4995,6-4994,6
6-3799,6-3036,6
6-2944,6-2868,6
6-5252,6-4815,6
6-4305,6-4219,6
6-4752,6-4054,6
6-3423,6-5307,6
6-5653,6-3121,6
6-4321,6-2538,6
6-1242,6-4276,6
6-4964,6-950,6
6-1932,6-5157,6
6-2346,6-2585,6
6-2227,6-5397,6
6-2781,6-5555,6
6-4292,6-5019,6
6-5669,6-3549,6
6-1359,6-2227,6
6-3505,6-5691,6
6-2333,6-3392,6
6-4808,6-3099,6
6-2542,6-4783,6
6-4640,6-1945,6
6-5363,6-5650,6
6-3324,6-3897,6
6-4967,6-5589,6
6-4982,6-5700,6
6-5271,6-5400,6
6-4068,6-3256,6
6-4548,6-3841,6
6-3757,6-5455,6
6-5595,6-2842,6
6-4079,6-2919,6
6-4809,6-3986,6
6-5529,6-3947,6
6-2704,6-3531,6
6-5555,6-3199,6
6-3834,6-4802,6
6-1143,6-4849,6
6-4803,6-5193,6
6-3287,6-5014,6
6-4163,6-4679,6
6-4774,6-5396,6
6-4839,6-4994,6
6-5701,6-3985,6
6-1501,6-5585,6
6-2806,6-3804,6
6-2807,6-4902,6
6-3135,6-3602,6
6-4731,6-5166,6
6-952,6-5526,6
6-2191,6-4783,6
6-3322,6-4842,6
6-5563,6-5461,6
6-3960,6-5465,6
6-3891,6-3732,6
6-5084,6-5031,6
6-5353,6-2397,6
6-5010,6-5636,6
6-5518,6-5243,6
6-5424,6-1910,6
6-2900,6-3056,6
6-5024,6-5538,6
6-2144,6-5013,6
6-5660,6-3573,6
6-3463,6-5676,6
6-4046,6-109,6
6-4078,6-4159,6
6-1750,6-5587,6
6-3519,6-3371,6
6-4102,6-4820,6
6-5735,6-5041,6
6-4225,6-5129,6
6-3746,6-5109,6
6-1057,6-3957,6
6-5498,6-2250,6
6-4107,6-4010,6
6-4150,6-2900,6
6-4596,6-5655,6
6-3943,6-3966,6
6-2861,6-2633,6
6-4186,6-5557,6
6-5026,6-1346,6
6-5348,6-1856,6
6-5712,6-4344,6
6-4827,6-4582,6
6-2329,6-5474,6
6-2802,6-4732,6
6-4822,6-4397,6
6-4915,6-4955,6
6-4779,6-1949,6
6-5263,6-3849,6
6-5456,6-5175,6
6-1790,6-4463,6
6-596,6-392,6
6-4507,6-3567,6
6-5663,6-5730,6
6-3665,6-4962,6
6-3369,6-4746,6
6-5457,6-3535,6
6-5624,6-2736,6
6-3005,6-5565,6
6-4622,6-1813,6
6-5123,6-3473,6
6-5672,6-4956,6
6-5702,6-480,6
6-3270,6-2962,6
6-3616,6-3056,6
6-4154,6-5355,6
6-4359,6-5672,6
6-2254,6-5748,6
6-2497,6-5229,6
6-5375,6-2436,6
6-4557,6-5467,6
6-5236,6-3353,6
6-3463,6-1568,6
6-4835,6-5671,6
6-2511,6-5582,6
6-5106,6-5497,6
6-1579,6-3489,6
6-4287,6-4179,6
6-5379,6-4491,6
6-5732,6-5462,6
6-5389,6-2673,6
6-4926,6-2641,6
6-5294,6-3121,6
6-3462,6-4953,6
6-1937,6-2284,6
6-4080,6-3874,6
6-4558,6-4008,6
6-1422,6-5030,6
6-3709,6-4504,6
6-3084,6-3966,6
6-3356,6-4769,6
6-5137,6-2241,6
6-4046,6-2910,6
6-4578,6-5323,6
6-1131,6-5381,6
6-5610,6-4562,6
6-2422,6-2272,6
6-3167,6-3803,6
6-798,6-2204,6
6-5582,6-3279,6
6-5531,6-5404,6
6-5384,6-3821,6
6-5493,6-2919,6
6-3984,6-2105,6
6-4338,6-4526,6
6-5174,6-328,6
6-4967,6-5228,6
6-1912,6-2804,6
6-3659,6-2593,6
6-2507,6-2945,6
6-5330,6-3586,6
6-4775,6-3594,6
6-3562,6-5048,6
6-4424,6-2403,6
6-3629,6-3134,6
6-2826,6-5265,6
6-1947,6-1972,6
6-5132,6-780,6
6-4504,6-4868,6
6-4716,6-2974,6
6-4027,6-4986,6
6-4754,6-5586,6
6-3130,6-1604,6
6-2376,6-5690,6
6-1744,6-5393,6
6-2306,6-4296,6
6-4949,6-4928,6
6-5639,6-3220,6
6-4123,6-5213,6
6-3232,6-5351,6
6-5074,6-1131,6
6-4946,6-1913,6
6-4256,6-5062,6
6-3675,6-1404,6
6-1366,6-5711,6
6-1420,6-3586,6
6-2576,6-2780,6
6-3988,6-4522,6
6-5377,6-4634,6
6-5543,6-5429,6
6-3878,6-5734,6
6-3283,6-5568,6
6-4012,6-3072,6
6-2388,6-4633,6
6-3858,6-3186,6
6-3362,6-3712,6
6-4232,6-4156,6
6-4540,6-5480,6
6-2709,6-4699,6
6-5282,6-5207,6
6-5161,6-5584,6
6-3903,6-4409,6
6-3824,6-2825,6
6-3948,6-3516,6
6-5470,6-5286,6
6-4735,6-2716,6
6-1425,6-1271,6
6-2166,6-2949,6
6-5682,6-4110,6
6-3983,6-4154,6
6-4042,6-5557,6
6-3986,6-4720,6
6-1256,6-4948,6
6-2468,6-5660,6
6-1203,6-640,6
6-4995,6-3587,6
6-3505,6-4037,6
6-4422,6-5556,6
6-4076,6-4618,6
6-2283,6-2720,6
6-2949,6-3286,6
6-4359,6-3345,6
6-1166,6-4041,6
6-4298,6-5444,6
6-3386,6-4209,6
6-4042,6-5638,6
6-4116,6-5695,6
6-5279,6-5610,6
6-5552,6-4736,6
6-3508,6-5619,6
6-3783,6-4491,6
6-4334,6-5486,6
6-4786,6-3681,6
6-2632,6-4166,6
6-3675,6-4703,6
6-2093,6-4973,6
6-2807,6-5611,6
6-962,6-5072,6
6-4058,6-3612,6
6-4299,6-2759,6
6-5596,6-4981,6
6-5105,6-4833,6
6-5031,6-5407,6
6-4617,6-5449,6
6-4104,6-5584,6
6-4458,6-5361,6
6-2978,6-2980,6
6-4860,6-3658,6
6-5404,6-2151,6
6-5271,6-4509,6
6-4637,6-4855,6
6-3764,6-5271,6
6-5224,6-1953,6
6-5005,6-3932,6
6-1401,6-1300,6
6-3093,6-4699,6
6-633,6-2777,6
6-5551,6-1264,6
6-4739,6-5034,6
6-2947,6-4945,6
6-4306,6-2947,6
6-5315,6-5007,6
6-3168,6-5462,6
6-4735,6-3563,6
6-4964,6-5742,6
6-1717,6-4832,6
6-5177,6-999,6
6-2141,6-4495,6
6-2367,6-5614,6
6-5423,6-359,6
6-1000,6-1020,6
6-2954,6-4596,6
6-3489,6-2253,6
6-2060,6-3452,6
6-3075,6-1386,6
6-1343,6-4708,6
6-449,6-4598,6
6-3888,6-4627,6
6-1611,6-5513,6
6-4559,6-2212,6
6-1412,6-4079,6
6-4403,6-5552,6
6-5639,6-4916,6
6-4716,6-4759,6
6-3727,6-5064,6
6-3890,6-4373,6
6-4024,6-2374,6
6-5709,6-4661,6
6-4924,6-4333,6
6-2331,6-4967,6
6-5709,6-3067,6
6-2095,6-2091,6
6-4342,6-5118,6
6-5587,6-1826,6
6-4751,6-3904,6
6-4007,6-4970,6
6-5559,6-4146,6
6-3915,6-4651,6
6-4382,6-3629,6
6-5094,6-5250,6
6-5586,6-1061,6
6-3083,6-5434,6
6-4610,6-4546,6
6-4745,6-2478,6
6-4130,6-4964,6
6-1966,6-4544,6
6-4483,6-5294,6
6-3496,6-3360,6
6-2935,6-2885,6
6-5313,6-5107,6
6-5220,6-1881,6
6-4148,6-3789,6
6-4478,6-4242,6
6-2593,6-4958,6
6-5726,6-5265,6
6-3374,6-4102,6
6-4396,6-4197,6
6-5559,6-3747,6
6-1509,6-1579,6
6-4554,6-3583,6
6-2732,6-4684,6
6-4987,6-3519,6
6-2997,6-5031,6
6-5365,6-2736,6
6-2896,6-5634,6
6-4762,6-4521,6
6-2940,6-4900,6
6-5644,6-4651,6
6-5304,6-5753,6
6-5412,6-3713,6
6-5010,6-1713,6
6-1895,6-4542,6
6-5369,6-4840,6
6-3589,6-4785,6
6-3916,6-5634,6
6-4026,6-1386,6
6-2793,6-5106,6
6-3934,6-1041,6
6-2481,6-3236,6
6-3296,6-3575,6
6-5041,6-3980,6
6-602,6-3995,6
6-5726,6-3392,6
6-2157,6-2714,6
6-4057,6-4849,6
6-5551,6-3218,6
6-3493,6-2911,6
6-4758,6-2464,6
6-5709,6-1894,6
6-5710,6-4167,6
6-2126,6-2816,6
6-5512,6-2929,6
6-3887,6-3946,6
6-2603,6-4513,6
6-4801,6-842,6
6-3600,6-5295,6
6-3134,6-4518,6
6-5666,6-3742,6
6-2506,6-5339,6
6-5005,6-4840,6
6-1023,6-2202,6
6-2054,6-5520,6
6-4834,6-4670,6
6-4540,6-4937,6
6-5289,6-5100,6
6-5353,6-5491,6
6-4953,6-2611,6
6-4310,6-5627,6
6-3689,6-5397,6
6-3932,6-4606,6
6-4509,6-3841,6
6-5585,6-3676,6
6-5045,6-2884,6
6-5318,6-1565,6
6-4775,6-2565,6
6-4603,6-2282,6
6-2153,6-4088,6
6-3419,6-4390,6
6-5048,6-1173,6
6-4777,6-2191,6
6-5392,6-5679,6
6-4927,6-3464,6
6-1397,6-3829,6
6-4142,6-3305,6
6-2291,6-4126,6
6-4931,6-5479,6
6-4980,6-5234,6
6-1773,6-5563,6
6-2822,6-5224,6
6-3806,6-5437,6
6-3056,6-4347,6
6-4226,6-3951,6
6-3889,6-5279,6
6-5703,6-3735,6
6-4826,6-5525,6
6-3550,6-5034,6
6-4520,6-3063,6
6-2403,6-2542,6
6-335,6-4275,6
6-3984,6-3849,6
6-1717,6-2432,6
6-2811,6-3539,6
6-4817,6-5355,6
6-5681,6-1120,6
6-3255,6-140,6
6-5119,6-5453,6
6-5445,6-308,6
6-3127,6-3132,6
6-3487,6-1463,6
6-4419,6-5343,6
6-4795,6-4436,6
6-1392,6-5083,6
6-3662,6-5172,6
6-3225,6-3325,6
6-2362,6-3626,6
6-5345,6-4532,6
6-5730,6-2055,6
6-3577,6-5531,6
6-4376,6-4324,6
6-4646,6-4155,6
6-5446,6-5389,6
6-4351,6-5142,6
6-2204,6-5409,6
6-240,6-5716,6
6-1718,6-5669,6
6-5669,6-1131,6
6-2572,6-2844,6
6-4242,6-4371,6
6-5288,6-2186,6
6-4842,6-4437,6
6-2883,6-5504,6
6-5568,6-5088,6
6-374,6-5512,6
6-5298,6-3639,6
6-3242,6-2677,6
6-5154,6-5225,6
6-1303,6-3446,6
6-1709,6-5620,6
6-5380,6-4103,6
6-5659,6-5296,6
6-2151,6-4982,6
6-5343,6-5581,6
6-4831,6-5676,6
6-3579,6-5157,6
6-4546,6-2980,6
6-4135,6-4267,6
6-2538,6-3419,6
6-5536,6-5322,6
6-4704,6-4163,6
6-525,6-4257,6
6-4394,6-5256,6
6-4332,6-4115,6
6-3555,6-5362,6
6-3661,6-2491,6
6-5139,6-1064,6
6-4567,6-3755,6
6-5587,6-5675,6
6-5179,6-2419,6
6-5579,6-4184,6
6-2770,6-3560,6
6-5294,6-4337,6
6-5715,6-1954,6
6-3341,6-4960,6
6-541,6-4429,6
6-3836,6-3633,6
6-3733,6-3481,6
6-5090,6-1388,6
6-5579,6-4244,6
6-3127,6-3540,6
6-3301,6-2750,6
6-3439,6-2533,6
6-3211,6-1990,6
6-762,6-5632,6
6-2975,6-4719,6
6-4868,6-3245,6
6-4694,6-3913,6
6-1068,6-3772,6
6-5444,6-959,6
6-5593,6-5722,6
6-4704,6-2422,6
6-5038,6-3897,6
6-2681,6-3957,6
6-4773,6-2587,6
6-4730,6-791,6
6-4958,6-3570,6
6-932,6-3745,6
6-5087,6-5311,6
6-5040,6-5750,6
6-2393,6-4894,6
6-4725,6-4551,6
6-2138,6-2624,6
6-3193,6-5569,6
6-3205,6-5114,6
6-4381,6-4121,6
6-2853,6-4082,6
6-2678,6-5537,6
6-2112,6-5070,6
6-3457,6-3693,6
6-4804,6-5560,6
6-2940,6-5750,6
6-3325,6-4586,6
6-3753,6-2649,6
6-2989,6-2083,6
6-4081,6-2067,6
6-2169,6-3107,6
6-5439,6-4112,6
6-3208,6-5540,6
6-1631,6-2890,6
6-3079,6-5222,6
6-3274,6-2791,6
6-1498,6-5587,6
6-3168,6-4823,6
6-4499,6-4986,6
6-5058,6-5612,6
6-4877,6-5221,6
6-3067,6-4847,6
6-2222,6-1056,6
6-4016,6-5614,6
6-2717,6-2408,6
6-2150,6-1911,6
6-4096,6-2338,6
6-3350,6-2313,6
6-2773,6-4343,6
6-917,6-3592,6
6-5705,6-4427,6
6-3934,6-1224,6
6-4053,6-1548,6
6-3729,6-3586,6
6-3335,6-4055,6
6-3578,6-1804,6
6-2219,6-2790,6
6-3760,6-5722,6
6-5378,6-2636,6
6-4767,6-4596,6
6-3726,6-5577,6
6-4872,6-3616,6
6-5341,6-4034,6
6-2639,6-3832,6
6-5373,6-4708,6
6-5548,6-4172,6
6-4406,6-4229,6
6-4633,6-1242,6
6-4724,6-5145,6
6-4676,6-5428,6
6-4499,6-3505,6
6-1407,6-2875,6
6-2911,6-4596,6
6-5427,6-5254,6
6-2661,6-611,6
6-4240,6-4185,6
6-5009,6-5679,6
6-5576,6-2818,6
6-727,6-4518,6
6-2464,6-5265,6
6-5354,6-714,6
6-5306,6-3416,6
6-3474,6-5247,6
6-5583,6-1559,6
6-4634,6-4008,6
6-5011,6-5411,6
6-3283,6-5702,6
6-5464,6-2381,6
6-512,6-5524,6
6-4839,6-3698,6
6-5034,6-4661,6
6-2904,6-4430,6
6-5666,6-4902,6
6-5513,6-1406,6
6-5180,6-3360,6
6-2107,6-3696,6
6-4239,6-2858,6
6-245,6-4653,6
6-3721,6-4480,6
6-5215,6-3225,6
6-4242,6-5643,6
6-3360,6-5124,6
6-4320,6-4225,6
6-1377,6-4909,6
6-4372,6-3645,6
6-4903,6-4402,6
6-2214,6-5455,6
6-4146,6-3237,6
6-774,6-4811,6
6-2782,6-4426,6
6-5361,6-3677,6
6-1297,6-3404,6
6-5345,6-3004,6
6-2909,6-5417,6
6-3788,6-3139,6
6-1557,6-4917,6
6-4193,6-2668,6
6-3514,6-5740,6
6-1222,6-3419,6
6-1657,6-3060,6
6-3447,6-2301,6
6-2366,6-4134,6
6-5080,6-954,6
6-4439,6-5258,6
6-5020,6-4678,6
6-3505,6-4895,6
6-5505,6-3392,6
6-4963,6-5036,6
6-5030,6-5534,6
6-5372,6-537,6
6-5561,6-5086,6
6-914,6-3419,6
6-5338,6-2663,6
6-4751,6-3090,6
6-1842,6-2618,6
6-2486,6-5615,6
6-3416,6-4415,6
6-4463,6-3296,6
6-4686,6-4033,6
6-4596,6-4503,6
6-4841,6-5123,6
6-3520,6-1588,6
6-5275,6-4985,6
6-2466,6-3913,6
6-4143,6-3271,6
6-3050,6-813,6
6-3156,6-2931,6
6-5391,6-3556,6
6-2702,6-5460,6
6-2433,6-4307,6
6-5726,6-5500,6
6-3488,6-999,6
6-4110,6-4355,6
6-3469,6-1883,6
6-5568,6-5755,6
6-4572,6-4740,6
6-3880,6-4683,6
6-3903,6-4984,6
6-3029,6-4118,6
6-3278,6-3823,6
6-5127,6-3794,6
6-2490,6-4105,6
6-3783,6-4233,6
6-3685,6-4066,6
6-5199,6-3200,6
6-5666,6-4543,6
6-5315,6-5595,6
6-4039,6-4051,6
6-362,6-1903,6
6-1187,6-2024,6
6-5638,6-4818,6
